-1.1814,-0.7176,-0.24459999999999998,0.22920000000000001,0.6968,1.1724,1.6506000000000003,2.1284,2.6043999999999996,3.0780000000000003
-4.2904,-4.2948,-4.2998,-4.3042,-4.308200000000001,-4.311400000000001,-4.3132,-4.316,-4.3192,-4.3232
-1.1148,-0.6062,-0.10200000000000001,0.396,0.8808,1.3679999999999999,1.8554000000000002,2.342,2.8240000000000003,3.3076
-3.822,-3.8183999999999996,-3.8182,-3.8182,-3.819,-3.8192,-3.8229999999999995,-3.8238,-3.8268,-3.8293999999999997
-0.9014000000000001,-0.3924,0.11240000000000001,0.6117999999999999,1.101,1.5878,2.0788,2.5676,3.0552,3.5426
-3.3286000000000002,-3.3232,-3.3216,-3.3206,-3.321,-3.322,-3.325,-3.3263999999999996,-3.3289999999999997,-3.3328
-0.6849999999999999,-0.1766,0.32820000000000005,0.8236000000000001,1.316,1.8068000000000002,2.2992,2.7893999999999997,3.282,3.7716000000000007
-2.8287999999999998,-2.8261999999999996,-2.824,-2.824,-2.8238,-2.8242,-2.8256000000000006,-2.828,-2.8284,-2.8309999999999995
-0.47620000000000007,0.032600000000000004,0.5360000000000001,1.0333999999999999,1.528,2.021,2.5143999999999997,3.0074,3.5004000000000004,3.9938000000000002
-2.3327999999999998,-2.3302,-2.3274,-2.3268,-2.327,-2.3274,-2.329,-2.33,-2.3327999999999998,-2.334
-0.2696,0.2408,0.745,1.2416,1.739,2.2334000000000005,2.7276,3.2223999999999995,3.7164,4.2116
-1.8382,-1.8358,-1.8332000000000002,-1.8328,-1.8344,-1.834,-1.8354,-1.8359999999999999,-1.8394000000000001,-1.839
-0.0624,0.4434,0.9494000000000001,1.4444000000000001,1.9446,2.4402,2.9366,3.4334000000000002,3.9299999999999997,4.4252
-1.3416000000000001,-1.3392,-1.3378,-1.3368,-1.3356,-1.3364,-1.337,-1.337,-1.338,-1.339
0.1398,0.6424,1.1422,1.6451999999999998,2.149,2.6436,3.1424,3.6396,4.1370000000000005,4.6328
-0.8554,-0.8526,-0.8522000000000001,-0.852,-0.8503999999999999,-0.85,-0.8513999999999999,-0.8522000000000001,-0.852,-0.853
0.33640000000000003,0.8388,1.3408000000000002,1.8397999999999999,2.3482,2.844,3.3397999999999994,3.8397999999999994,4.338,4.8362
-0.37440000000000007,-0.373,-0.3718,-0.3722,-0.371,-0.3708,-0.3708,-0.3708,-0.3702,-0.3702
